A_MPEG/L1;MPEG Audio;MP1;;http://www.iis.fraunhofer.de/amm/index.html
A_MPEG/L2;MPEG Audio;MP2;;http://www.iis.fraunhofer.de/amm/index.html
A_MPEG/L3;MPEG Audio;MP3;;http://www.iis.fraunhofer.de/amm/index.html
A_PCM/INT/BIG;PCM;;;
A_PCM/INT/LIT;PCM;;;
A_PCM/FLOAT/IEEE;PCM;;;
A_AC3;AC-3;;;
A_AC3/BSID9;AC-3;;;
A_AC3/BSID10;AC-3;;;
A_DTS;DTS;;;
A_EAC3;E-AC-3;;;
A_FLAC;Flac;;;http://flac.sourceforge.net
A_OPUS;Opus;;;http://opus-codec.org
A_TTA1;TTA;;The True Audio Lossless Codec;http://true-audio.com
A_VORBIS;Vorbis;;;http://www.vorbis.com
A_WAVPACK4;WavPack;;;http://www.wavpack.com
A_REAL/14_4;VSELP;;Real Audio 1 (14.4);http://www.real.com
A_REAL/28_8;G.728;;Real Audio 2 (28.8);http://www.real.com
A_REAL/COOK;Cooker;;Real Audio Cook Codec (codename: Gecko);http://www.real.com
A_REAL/SIPR;G.729;;Real & Sipro Voice Codec;http://www.real.com
A_REAL/RALF;RealAudio Lossless;;Real Audio Lossless Format;http://www.real.com
A_REAL/ATRC;Atrac;;Real & Sony Atrac3 Codec;http://www.real.com
A_TRUEHD;TrueHD;;;http://www.dolby.com/consumer/technology/trueHD.html
A_MLP;MLP;;Meridian Lossless Packing;http://www.meridian-audio.com
A_AAC;AAC;;;
A_AAC/MPEG2/MAIN;AAC;;;
A_AAC/MPEG2/LC;AAC;;;
A_AAC/MPEG2/LC/SBR;AAC;;;
A_AAC/MPEG2/SSR;AAC;;;
A_AAC/MPEG4/MAIN;AAC;;;
A_AAC/MPEG4/LC;AAC;;;
A_AAC/MPEG4/LC/SBR;AAC;;;
A_AAC/MPEG4/LC/SBR/PS;AAC;;;
A_AAC/MPEG4/SSR;AAC
A_AAC/MPEG4/LTP;AAC
A_ALAC;ALAC;;Apple Lossless Audio Codec;http://www.apple.com/quicktime/download/standalone.html
