  Language_ISO639;cs
  Author_Email;miko.vaji@gmail.com
  Author_Name;Michal Várady
  Author_OldNames;Heavy <heavy@keli.cz>
  Language_Name;Čeština
  Config_Text_ColumnSize;40
  Config_Text_Separator; : 
  Config_Text_NumberTag; #
  Config_Text_FloatSeparator;,
  Config_Text_ThousandsSeparator; 
 audio stream1; zvukový stream
 audio stream2; zvukové streamy
 audio stream3; zvukových streamů
 bit1; bit
 bit2; bity
 bit3; bitů
 Bps; B/s
 bps; b/s
 Byte1; bajt
 Byte2; bajty
 Byte3; bajtů
 channel1; kanál
 channel2; kanály
 channel3; kanálů
 chapter1; kapitola
 chapter2; kapitoly
 chapter3; kapitol
 chapters stream1; stream kapitol
 chapters stream2; streamy kapitol
 chapters stream3; streamů kapitol
 character1; znak
 character2; znaky
 character3; znaků
 day1; den
 day2; dny
 day3; dnů
 dB0;0 dB
 dB1; dB
 dB2; dB
 dB3; dB
 file1; soubor
 file2; soubory
 file3; souborů
 fps1; FPS
 fps2; FPS
 fps3; FPS
 frame1; snímek
 frame2; snímky
 frame3; snímků
 GB; GB
 Gb; Gb
 GBps; GB/s
 Gbps; Gb/s
 GHz; GHz
 GiB; GiB
 GibiByte1; gibibajt
 GibiByte2; gibibajty
 GibiByte3; gibibajtů
 GiBps; GiB/s
 GigaBit1; gigabit
 GigaBit2; gigabity
 GigaBit3; gigabitů
 GigaByte1; gigabajt
 GigaByte2; gigabajty
 GigaByte3; gigabajtů
 hour1; hodina
 hour2; hodiny
 hour3; hodin
 Hz; Hz
 image stream1; obrazový stream
 image stream2; obrazové streamy
 image stream3; obrazových streamů
 KB; kB
 Kb; kb
 KBps; kB/s
 Kbps; kb/s
 KHz; kHz
 KiB; KiB
 KibiBit1; kibibit
 KibiBit2; kibibity
 KibiBit3; kibibitů
 KibiByte1; kibibajt
 KibiByte2; kibibajty
 KibiByte3; kibibajtů
 KiBps; KiB/s
 KiloBit1; kilobit
 KiloBit2; kilobity
 KiloBit3; kilobitů
 KiloByte1; kilobajt
 KiloByte2; kilobajty
 KiloByte3; kilobajtů
 MB; MB
 Mb; Mb
 MBps; MB/s
 Mbps; Mb/s
 MebiBit1; mebibit
 MebiBit2; mebibity
 MebiBit3; mebibitů
 MebiByte1; mebibajt
 MebiByte2; mebibajty
 MebiByte3; mebibajtů
 MegaBit1; megabit
 MegaBit2; megabity
 MegaBit3; megabitů
 MegaByte1; megabajt
 MegaByte2; megabajty
 MegaByte3; megabajtů
 MHz; MHz
 MiB; MiB
 Mib; Mib
 MiBps; MiB/s
 millisecond1; milisekunda
 millisecond2; milisekundy
 millisecond3; milisekund
 minute1; minuta
 minute2; minuty
 minute3; minut
 month1; měsíc
 month2; měsíce
 month3; měsíců
 object1; objekt
 object2; objekty
 object3; objektů
 pixel1; pixel
 pixel2; pixely
 pixel3; pixelů
 second1; sekunda
 second2; sekundy
 second3; sekund
 slice per frame1; řez na snímek
 slice per frame2; řezy na snímek
 slice per frame3; řezů na snímek
 text stream1; textový stream
 text stream2; textové streamy
 text stream3; textových streamů
 video frames1; snímek videa
 video frames2; snímky videa
 video frames3; snímků videa
 video stream1; stream videa
 video stream2; streamy videa
 video stream3; streamů videa
 warppoint0;Žádné body deformace
 warppoint1; bod deformace
 warppoint2; body deformace
 warppoint3; bodů deformace
 week1; týden
 week2; týdny
 week3; týdnů
 year1; rok
 year2; roky
 year3; let
, ;, 
: ;: 
3D;3D
3DType;Typ 3D
5.1.2ch;5.1.2
5.1.4ch;5.1.4
5.1ch;5.1
608_Mode;Režim převodu EIA-608
7.1.2ch;7.1.2
7.1ch;7.1
About;O programu
About_Hint;Kontaktní údaje a nejnovější verze
AC3_Metadata;Metadata AC-3
Accompaniment;Doprovod
acmod;Režim AC-3 (acmod)
Active_DisplayAspectRatio;Aktivní poměr stran obrazu
Active_Height;Aktivní výška
Active_Width;Aktivní šířka
ActiveFormatDescription;Popis aktivního formátu
ActiveFormatDescription_MuxingMode;Popis aktivního formátu, režim multiplexování
Actor;Herec
Actor_Character;Ztvárněná postava
Add creation date to text output;Přidat do textového výstupu datum vytvoření
Add version to text output;Přidat do textového výstupu verzi
Added_Date;Datum přidání
Address;Adresa
AdID;Identifikátor Ad-ID
ADM: Show ChannelFormats;ADM: zobrazit formáty kanálů
ADM: Show TrackUIDs;ADM: zobrazit UID stop
AdmProfile;Profil ADM
Advanced mode -->;Pokročilý režim -->
Advanced mode;Pokročilý režim
Advanced;Pokročilé
Album;Album
Album_ReplayGain_Gain;ReplayGain alba
Album_ReplayGain_Peak;Špička ReplayGain alba
Alignment;Zarovnání
Alignment_Aligned;Zarovnáno na proložené bloky
